flow_id,flow_start_timestamp_us,flow_end_timestamp_us,source_ip,source_port,destination_ip,destination_port,protocol,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_per_s,flow_packets_per_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_per_s,bwd_packets_per_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,has_init_win_bytes_forward,init_win_bytes_forward,has_init_win_bytes_backward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
416153486164324,1745315777817789,1745315778906598,157.97.119.178,62530,185.239.60.36,443,6,1088809,2,0,0,0,0,0,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,1.836869,1088809.000000,0.000000,1088809,1088809,1088809,1088809.000000,0.000000,1088809,1088809,0,0.000000,0.000000,0,0,0,0,0,0,92,0,1.836869,0.000000,0,0,0.000000,0.000000,0.000000,0,1,0,0,0,0,1,1,0.000000,0.000000,0.000000,0.000000,1,4096,0,0,0,20,1088809.000000,0.000000,1088809,1088809,0.000000,0.000000,0,0,0
369109625471582,1745315777937908,1745315778906598,92.70.188.125,57854,185.239.60.36,443,6,968690,2,0,0,0,0,0,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,2.064644,968690.000000,0.000000,968690,968690,968690,968690.000000,0.000000,968690,968690,0,0.000000,0.000000,0,0,0,0,0,0,92,0,2.064644,0.000000,0,0,0.000000,0.000000,0.000000,0,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,64240,0,0,0,20,968690.000000,0.000000,968690,968690,0.000000,0.000000,0,0,0
808687821062754,1745315778778111,1745315778906598,185.239.61.232,57304,104.18.39.7,443,6,128487,7,7,517,3711,517,0,73.857143,195.407633,2373,0,530.142857,953.416039,32906.052752,108.960440,9883.615385,14956.997763,45652,0,128487,21414.500000,22452.434752,54270,1930,125187,20864.500000,19708.923591,50220,1016,1,2,0,0,360,360,54.480220,54.480220,0,2373,302.000000,702.293276,493215.846154,2,2,0,3,11,0,0,0,1.000000,302.000000,73.857143,530.142857,1,29200,1,65535,1,20,128487.000000,0.000000,128487,128487,0.000000,0.000000,0,0,1
681708297323214,1745315778420866,1745315778906598,185.117.111.132,46988,185.239.60.34,8443,6,485732,9,7,524,1453,517,0,58.222222,172.057242,1280,0,207.571429,475.142735,4070.145677,32.939975,32382.133333,83424.917264,313662,11,172070,21508.750000,40446.161463,119764,11,481563,80260.500000,130923.922436,322914,19,2,4,0,0,372,292,18.528736,14.411239,0,1280,123.562500,334.586306,111947.995833,1,2,2,6,13,0,0,0,0.777778,123.562500,58.222222,207.571429,1,29200,1,65535,2,20,485732.000000,0.000000,485732,485732,0.000000,0.000000,0,0,0
335421962716149,1745315777864528,1745315778906598,185.41.137.98,53271,75.2.101.69,443,6,1042070,8,6,857,330,370,0,107.125000,165.309612,204,0,55.000000,88.704002,1139.078949,13.434798,80159.230769,240595.580677,878804,0,1042070,148867.142857,338522.536491,914624,15,1035329,207065.800000,376203.260358,878804,13325,3,2,0,0,412,308,7.677027,5.757771,0,370,84.785714,135.858625,18457.565934,0,2,0,5,11,0,0,0,0.750000,84.785714,107.125000,55.000000,1,65535,1,65535,3,20,1042070.000000,0.000000,1042070,1042070,0.000000,0.000000,0,0,1
307136107643970,1745315777661334,1745315778906598,185.41.137.98,60594,13.83.244.211,443,6,1245264,7,8,463,3613,186,0,66.142857,88.012174,2896,0,451.625000,998.949868,3273.201506,12.045639,88947.428571,132372.100576,473229,0,1245264,207544.000000,290027.068863,779742,33,1094880,156411.428571,157258.587913,473229,23,3,4,0,0,360,412,5.621298,6.424341,0,2896,271.733333,736.135805,541895.923810,1,2,0,7,12,0,0,0,1.142857,271.733333,66.142857,451.625000,1,65535,1,65160,3,20,1245264.000000,0.000000,1245264,1245264,0.000000,0.000000,0,0,1
692121419187321,1745315778357755,1745315778906598,20.15.160.217,52756,185.41.138.98,7777,6,548843,2,1,0,28,0,0,0.000000,0.000000,28,28,28.000000,0.000000,51.016411,5.466044,274421.500000,357911.289686,527503,21340,548843,548843.000000,0.000000,548843,548843,0,0.000000,0.000000,0,0,0,0,0,0,80,28,3.644029,1.822015,0,28,9.333333,16.165808,261.333333,0,1,0,0,0,0,0,0,0.500000,9.333333,0.000000,28.000000,1,65535,0,0,0,20,548843.000000,0.000000,548843,548843,0.000000,0.000000,0,0,0
826741029471392,1745315778192490,1745315778906598,185.239.63.178,53147,108.156.60.59,443,6,714108,8,11,698,4881,313,0,87.250000,130.944645,1428,0,443.727273,639.828898,7812.543761,26.606620,39672.666667,128911.807304,540996,10,173112,24730.285714,48326.273116,134032,909,708036,70803.600000,172322.176901,545177,10,3,5,0,0,424,568,11.202787,15.403832,0,1428,293.631579,516.526778,266799.912281,1,2,1,8,17,0,0,0,1.375000,293.631579,87.250000,443.727273,1,5840,1,65535,3,32,714108.000000,0.000000,714108,714108,0.000000,0.000000,0,0,0
773025951843504,1745315778048912,1745315778906598,185.239.63.78,50267,2.18.244.220,443,6,857686,8,8,563,7551,276,0,70.375000,110.714482,2920,0,943.875000,1273.403924,9460.338632,18.654846,57179.066667,178493.657936,695913,0,857686,122526.571429,255365.012414,695913,65,853775,121967.857143,260562.002474,705248,11,3,6,0,0,332,332,9.327423,9.327423,0,2920,507.125000,982.809434,965914.383333,0,2,0,9,13,0,0,0,1.000000,507.125000,70.375000,943.875000,1,64240,1,64240,3,20,857686.000000,0.000000,857686,857686,0.000000,0.000000,0,0,1
393063102350637,1745315777550269,1745315778906598,47.97.11.240,37688,185.239.63.223,6379,6,1356329,3,1,0,60,0,0,0.000000,0.000000,60,60,60.000000,0.000000,44.237055,2.949137,452109.666667,508534.301296,1002684,23,1356329,678164.500000,458939.878155,1002684,353645,0,0.000000,0.000000,0,0,0,0,0,0,160,28,2.211853,0.737284,0,60,15.000000,30.000000,900.000000,0,2,0,0,0,0,0,0,0.333333,15.000000,0.000000,60.000000,1,29200,0,0,0,20,1356329.000000,0.000000,1356329,1356329,0.000000,0.000000,0,0,0
