flow_id,flow_start_timestamp_us,flow_end_timestamp_us,source_ip,source_port,destination_ip,destination_port,protocol,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_per_s,flow_packets_per_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_per_s,bwd_packets_per_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,has_init_win_bytes_forward,init_win_bytes_forward,has_init_win_bytes_backward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
1733613075303856,1778572518796854,1778572518796854,185.239.63.70,5060,185.41.136.23,5060,17,0,1,0,4,0,4,4,4.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0,0,0,28,0,0.000000,0.000000,4,4,4.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,4.000000,4.000000,0.000000,0,0,0,0,0,0,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0
1426192516582661,1778572517594205,1778572517594205,141.0.26.127,61007,185.41.136.23,5060,17,0,1,0,4,0,4,4,4.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0,0,0,28,0,0.000000,0.000000,4,4,4.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,4.000000,4.000000,0.000000,0,0,0,0,0,0,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0
1777589571500840,1778572566020661,1778572566042769,185.41.136.23,42458,195.35.113.80,123,17,22108,1,1,48,48,48,48,48.000000,0.000000,48,48,48.000000,0.000000,4342.319522,90.464990,22108.000000,0.000000,22108,22108,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0,0,0,28,28,45.232495,45.232495,48,48,48.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,1.000000,48.000000,48.000000,48.000000,0,0,0,0,0,0,22108.000000,0.000000,22108,22108,0.000000,0.000000,0,0,0
535202588726194,1778572641321219,1778572641324456,185.41.136.23,58507,164.92.156.55,123,17,3237,1,1,48,48,48,48,48.000000,0.000000,48,48,48.000000,0.000000,29657.089898,617.856040,3237.000000,0.000000,3237,3237,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0,0,0,28,28,308.928020,308.928020,48,48,48.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,1.000000,48.000000,48.000000,48.000000,0,0,0,0,0,0,3237.000000,0.000000,3237,3237,0.000000,0.000000,0,0,0
1101001620439947,1778572651321882,1778572651325279,185.41.136.23,34955,162.159.200.123,123,17,3397,1,1,48,48,48,48,48.000000,0.000000,48,48,48.000000,0.000000,28260.229614,588.754784,3397.000000,0.000000,3397,3397,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0,0,0,28,28,294.377392,294.377392,48,48,48.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,1.000000,48.000000,48.000000,48.000000,0,0,0,0,0,0,3397.000000,0.000000,3397,3397,0.000000,0.000000,0,0,0
320354412608296,1778572889336732,1778572889358886,185.41.136.23,42458,195.35.113.80,123,17,22154,1,1,48,48,48,48,48.000000,0.000000,48,48,48.000000,0.000000,4333.303241,90.277151,22154.000000,0.000000,22154,22154,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0,0,0,28,28,45.138575,45.138575,48,48,48.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,1.000000,48.000000,48.000000,48.000000,0,0,0,0,0,0,22154.000000,0.000000,22154,22154,0.000000,0.000000,0,0,0
141701980033970,1778572952360672,1778572952363842,185.41.136.23,58507,164.92.156.55,123,17,3170,1,1,48,48,48,48,48.000000,0.000000,48,48,48.000000,0.000000,30283.911672,630.914826,3170.000000,0.000000,3170,3170,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0,0,0,28,28,315.457413,315.457413,48,48,48.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,1.000000,48.000000,48.000000,48.000000,0,0,0,0,0,0,3170.000000,0.000000,3170,3170,0.000000,0.000000,0,0,0
391476554590569,1778572945287755,1778572990669452,203.55.131.3,37156,185.41.136.23,5656,6,45381697,1,5,0,0,0,0,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.132212,9076339.400000,9530733.417345,24189494,33,0,0.000000,0.000000,0,0,45381664,11345416.000000,9316031.801088,24189494,3196620,0,0,0,0,52,260,0.022035,0.110177,0,0,0.000000,0.000000,0.000000,0,6,0,0,5,0,0,0,5.000000,0.000000,0.000000,0.000000,1,65535,1,5840,0,32,799163.250000,1598326.500000,3196653,0,14061681.333333,9268985.306490,24189494,6000335,0
324868701747150,1778573033993143,1778573034008975,188.211.173.178,12554,185.41.136.23,80,6,15832,5,5,141,190,141,0,28.200000,63.057117,190,0,38.000000,84.970583,20907.023749,631.632137,1759.111111,3068.866218,7210,9,15809,3952.250000,4133.756111,7813,300,15803,3950.750000,4166.991111,7676,57,1,1,0,0,268,268,315.816069,315.816069,0,190,33.100000,70.730239,5002.766667,2,2,0,2,9,0,0,0,1.000000,33.100000,28.200000,38.000000,1,29200,1,5792,1,32,15832.000000,0.000000,15832,15832,0.000000,0.000000,0,0,0
42585992674088,1778573200337595,1778573200359789,185.41.136.23,42458,195.35.113.80,123,17,22194,1,1,48,48,48,48,48.000000,0.000000,48,48,48.000000,0.000000,4325.493377,90.114445,22194.000000,0.000000,22194,22194,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0,0,0,0,0,28,28,45.057223,45.057223,48,48,48.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,1.000000,48.000000,48.000000,48.000000,0,0,0,0,0,0,22194.000000,0.000000,22194,22194,0.000000,0.000000,0,0,0
