flow_id,flow_start_timestamp_us,flow_end_timestamp_us,source_ip,source_port,destination_ip,destination_port,protocol,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_per_s,flow_packets_per_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_per_s,bwd_packets_per_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,has_init_win_bytes_forward,init_win_bytes_forward,has_init_win_bytes_backward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
1962013533607411,1499282662718960,1499282662719123,192.168.10.8,58197,192.168.10.3,53,17,163,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1030674.846626,24539.877301,54.333333,54.197171,111,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,56,56,12269.93865,12269.93865,34,50,42.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,42.0,34.0,50.0,0,0,0,0,0,0,163.0,0.0,163,163,0.0,0.0,0,0,0
1963499212353507,1499282662719306,1499282662978138,192.168.10.8,51691,192.168.10.3,53,17,258832,2,2,68,124,34,34,34.0,0.0,62,62,62.0,0.0,741.793905,15.45404,86277.333333,149391.693174,258780,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,56,56,7.72702,7.72702,34,62,48.0,16.165808,261.333333,0,0,0,0,0,0,0,0,1.0,48.0,34.0,62.0,0,0,0,0,0,0,258832.0,0.0,258832,258832,0.0,0.0,0,0,0
1964595106801652,1499282662719561,1499282662977983,192.168.10.3,61102,192.168.10.1,53,17,258422,1,1,45,73,45,45,45.0,0.0,73,73,73.0,0.0,456.617471,7.739279,258422.0,0.0,258422,258422,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,3.86964,3.86964,45,73,59.0,19.79899,392.0,0,0,0,0,0,0,0,0,1.0,59.0,45.0,73.0,0,0,0,0,0,0,258422.0,0.0,258422,258422,0.0,0.0,0,0,0
1764276876145853,1499282662738457,1499282662738598,192.168.10.8,51279,192.168.10.3,53,17,141,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,1248226.950355,28368.794326,47.0,76.210236,135,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,14184.397163,14184.397163,36,52,44.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,44.0,36.0,52.0,0,0,0,0,0,0,141.0,0.0,141,141,0.0,0.0,0,0,0
1765818640063952,1499282662738816,1499282662947142,192.168.10.8,61503,192.168.10.3,53,17,208326,2,2,72,196,36,36,36.0,0.0,98,98,98.0,0.0,1286.445283,19.200676,69442.0,120271.876027,208320,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,9.600338,9.600338,36,98,67.0,35.795717,1281.333333,0,0,0,0,0,0,0,0,1.0,67.0,36.0,98.0,0,0,0,0,0,0,208326.0,0.0,208326,208326,0.0,0.0,0,0,0
1795879389402766,1499282662745815,1499282662793559,192.168.10.8,54109,192.168.10.3,53,17,47744,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,4189.008043,83.780161,15914.666667,27558.083049,47736,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,56,56,41.89008,41.89008,42,58,50.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,50.0,42.0,58.0,0,0,0,0,0,0,47744.0,0.0,47744,47744,0.0,0.0,0,0,0
1796546501940679,1499282662745971,1499282662793403,192.168.10.3,60737,192.168.10.1,53,17,47432,1,1,53,69,53,53,53.0,0.0,69,69,69.0,0.0,2572.103221,42.165627,47432.0,0.0,47432,47432,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,21.082813,21.082813,53,69,61.0,11.313708,128.0,0,0,0,0,0,0,0,0,1.0,61.0,53.0,69.0,0,0,0,0,0,0,47432.0,0.0,47432,47432,0.0,0.0,0,0,0
1720937146407412,1499282662793902,1499282662794039,192.168.10.8,54461,192.168.10.3,53,17,137,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1459854.014599,29197.080292,45.666667,72.168784,129,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,56,56,14598.540146,14598.540146,42,58,50.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,50.0,42.0,58.0,0,0,0,0,0,0,137.0,0.0,137,137,0.0,0.0,0,0,0
1722725714636212,1499282662794319,1499282662842435,192.168.10.8,61381,192.168.10.3,53,17,48116,2,2,84,208,42,42,42.0,0.0,104,104,104.0,0.0,6068.667387,83.13243,16038.666667,27774.5894,48110,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,41.566215,41.566215,42,104,73.0,35.795717,1281.333333,0,0,0,0,0,0,0,0,1.0,73.0,42.0,104.0,0,0,0,0,0,0,48116.0,0.0,48116,48116,0.0,0.0,0,0,0
1931016807293601,1499282662842815,1499282662890866,192.168.10.8,61547,192.168.10.3,53,17,48051,2,2,98,130,49,49,49.0,0.0,65,65,65.0,0.0,4744.958482,83.244886,16017.0,27736.195612,48044,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,56,56,41.622443,41.622443,49,65,57.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,57.0,49.0,65.0,0,0,0,0,0,0,48051.0,0.0,48051,48051,0.0,0.0,0,0,0
1931699108400571,1499282662842974,1499282662890704,192.168.10.3,61088,192.168.10.1,53,17,47730,1,1,60,76,60,60,60.0,0.0,76,76,76.0,0.0,2849.360989,41.902367,47730.0,0.0,47730,47730,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,20.951184,20.951184,60,76,68.0,11.313708,128.0,0,0,0,0,0,0,0,0,1.0,68.0,60.0,76.0,0,0,0,0,0,0,47730.0,0.0,47730,47730,0.0,0.0,0,0,0
1857345722092056,1499282662891198,1499282662891341,192.168.10.8,59716,192.168.10.3,53,17,143,2,2,98,130,49,49,49.0,0.0,65,65,65.0,0.0,1594405.594406,27972.027972,47.666667,76.500545,136,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,56,56,13986.013986,13986.013986,49,65,57.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,57.0,49.0,65.0,0,0,0,0,0,0,143.0,0.0,143,143,0.0,0.0,0,0,0
1859091249456980,1499282662891605,1499282662939774,192.168.10.8,53774,192.168.10.3,53,17,48169,2,2,98,222,49,49,49.0,0.0,111,111,111.0,0.0,6643.276796,83.04096,16056.333333,27803.456913,48161,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,56,56,41.52048,41.52048,49,111,80.0,35.795717,1281.333333,0,0,0,0,0,0,0,0,1.0,80.0,49.0,111.0,0,0,0,0,0,0,48169.0,0.0,48169,48169,0.0,0.0,0,0,0
1786927666282467,1499282662940339,1499282663036203,192.168.10.8,55939,192.168.10.3,53,17,95864,2,2,84,168,42,42,42.0,0.0,84,84,84.0,0.0,2628.724026,41.725778,31954.666667,55340.178002,95856,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,56,56,20.862889,20.862889,42,84,63.0,24.248711,588.0,0,0,0,0,0,0,0,0,1.0,63.0,42.0,84.0,0,0,0,0,0,0,95864.0,0.0,95864,95864,0.0,0.0,0,0,0
1787630162316846,1499282662940503,1499282859841624,192.168.10.3,61167,192.168.10.1,53,17,196901121,2,2,102,160,53,49,51.0,2.828427,95,65,80.0,21.213203,1.330617,0.020315,65633707.0,113576837.476864,196780936,24660,196876461,196876461.0,0.0,196876461,196876461,196805596,196805596.0,0.0,196805596,196805596,0,0,0,0,56,56,0.010157,0.010157,49,95,65.5,20.808652,433.0,0,0,0,0,0,0,0,0,1.0,65.5,51.0,80.0,0,0,0,0,0,0,60092.5,50109.122049,95525,24660,196780936.0,0.0,196780936,196780936,0
1817908314198929,1499282662947552,1499282662995281,192.168.10.8,52808,192.168.10.3,53,17,47729,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,4274.131031,83.806491,15909.666667,27550.288825,47722,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,56,56,41.903245,41.903245,43,59,51.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,51.0,43.0,59.0,0,0,0,0,0,0,47729.0,0.0,47729,47729,0.0,0.0,0,0,0
1818579824247489,1499282662947709,1499282863067327,192.168.10.3,62076,192.168.10.1,53,17,200119618,2,2,111,188,57,54,55.5,2.12132,118,70,94.0,33.941125,1.494106,0.019988,66706539.333333,115477463.578863,200048428,23775,200095843,200095843.0,0.0,200095843,200095843,200072203,200072203.0,0.0,200072203,200072203,0,0,0,0,56,56,0.009994,0.009994,54,118,74.75,29.65777,879.583333,0,0,0,0,0,0,0,0,1.0,74.75,55.5,94.0,0,0,0,0,0,0,35595.0,16716.004307,47415,23775,200048428.0,0.0,200048428,200048428,0
1951052487131301,1499282662978552,1499282663025910,192.168.10.8,56710,192.168.10.3,53,17,47358,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,3631.910131,84.463026,15786.0,27336.091875,47351,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,56,56,42.231513,42.231513,35,51,43.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,43.0,35.0,51.0,0,0,0,0,0,0,47358.0,0.0,47358,47358,0.0,0.0,0,0,0
1951735215779683,1499282662978711,1499282944581840,192.168.10.3,61691,192.168.10.1,53,17,281603129,3,3,170,327,79,45,56.666667,19.347696,161,62,109.0,49.689033,1.764895,0.021307,56320625.8,87905440.335858,200537657,406,281602723,140801361.5,84546398.211147,200584693,81018030,281556093,140778046.5,84597967.508699,200597843,80958250,0,0,0,0,84,84,0.010653,0.010653,45,161,82.833333,44.260215,1958.966667,0,0,0,0,0,0,0,0,1.0,82.833333,56.666667,109.0,0,0,0,0,0,0,35876.0,31413.711974,60186,406,140747750.5,84555696.665319,200537657,80957844,0
1742485984038027,1499282662995528,1499282662995690,192.168.10.8,53319,192.168.10.3,53,17,162,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,1259259.259259,24691.358025,54.0,89.202018,157,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,56,56,12345.679012,12345.679012,43,59,51.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,51.0,43.0,59.0,0,0,0,0,0,0,162.0,0.0,162,162,0.0,0.0,0,0,0
1744373969537436,1499282662995967,1499282663044227,192.168.10.8,65240,192.168.10.3,53,17,48260,2,2,86,214,43,43,43.0,0.0,107,107,107.0,0.0,6216.328222,82.884376,16086.666667,27856.861818,48253,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,56,56,41.442188,41.442188,43,107,75.0,36.950417,1365.333333,0,0,0,0,0,0,0,0,1.0,75.0,43.0,107.0,0,0,0,0,0,0,48260.0,0.0,48260,48260,0.0,0.0,0,0,0
1745016122242207,1499282662996117,1499282663044058,192.168.10.3,60502,192.168.10.1,53,17,47941,1,1,54,118,54,54,54.0,0.0,118,118,118.0,0.0,3587.743268,41.717945,47941.0,0.0,47941,47941,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,20.858972,20.858972,54,118,86.0,45.254834,2048.0,0,0,0,0,0,0,0,0,1.0,86.0,54.0,118.0,0,0,0,0,0,0,47941.0,0.0,47941,47941,0.0,0.0,0,0,0
2083035104026507,1499282663026242,1499282663026380,192.168.10.8,51407,192.168.10.3,53,17,138,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1246376.811594,28985.507246,46.0,73.613857,131,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,56,56,14492.753623,14492.753623,35,51,43.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,43.0,35.0,51.0,0,0,0,0,0,0,138.0,0.0,138,138,0.0,0.0,0,0,0
2084526520307855,1499282663026589,1499282663301214,192.168.10.8,64205,192.168.10.3,53,17,274625,2,2,70,182,35,35,35.0,0.0,91,91,91.0,0.0,917.614929,14.565316,91541.666667,158549.621524,274619,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,7.282658,7.282658,35,91,63.0,32.331615,1045.333333,0,0,0,0,0,0,0,0,1.0,63.0,35.0,91.0,0,0,0,0,0,0,274625.0,0.0,274625,274625,0.0,0.0,0,0,0
2085200489674459,1499282663026746,1499282859950993,192.168.10.3,61505,192.168.10.1,53,17,196924247,2,2,89,207,46,43,44.5,2.12132,105,102,103.5,2.12132,1.503116,0.020312,65641415.666667,113436423.558382,196626435,23517,196900730,196900730.0,0.0,196900730,196900730,196649952,196649952.0,0.0,196649952,196649952,0,0,0,0,56,56,0.010156,0.010156,43,105,74.0,34.107673,1163.333333,0,0,0,0,0,0,0,0,1.0,74.0,44.5,103.5,0,0,0,0,0,0,148906.0,177326.824372,274295,23517,196626435.0,0.0,196626435,196626435,0
2126950913061670,1499282663036467,1499282663036600,192.168.10.8,54029,192.168.10.3,53,17,133,2,2,60,92,30,30,30.0,0.0,46,46,46.0,0.0,1142857.142857,30075.18797,44.333333,71.591433,127,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,15037.593985,15037.593985,30,46,38.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,38.0,30.0,46.0,0,0,0,0,0,0,133.0,0.0,133,133,0.0,0.0,0,0,0
2128404485013264,1499282663036805,1499282663218472,192.168.10.8,55855,192.168.10.3,53,17,181667,2,2,60,172,30,30,30.0,0.0,86,86,86.0,0.0,1277.061877,22.018308,60555.666667,104880.2952,181661,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,11.009154,11.009154,30,86,58.0,32.331615,1045.333333,0,0,0,0,0,0,0,0,1.0,58.0,30.0,86.0,0,0,0,0,0,0,181667.0,0.0,181667,181667,0.0,0.0,0,0,0
2161650289709070,1499282663044546,1499282663093318,192.168.10.8,62181,192.168.10.3,53,17,48772,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,3690.642172,82.01427,16257.333333,28153.331176,48766,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,41.007135,41.007135,37,53,45.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,45.0,37.0,53.0,0,0,0,0,0,0,48772.0,0.0,48772,48772,0.0,0.0,0,0,0
2162294106573190,1499282663044696,1499282663093162,192.168.10.3,62458,192.168.10.1,53,17,48466,1,1,48,64,48,48,48.0,0.0,64,64,64.0,0.0,2310.898362,41.266042,48466.0,0.0,48466,48466,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,20.633021,20.633021,48,64,56.0,11.313708,128.0,0,0,0,0,0,0,0,0,1.0,56.0,48.0,64.0,0,0,0,0,0,0,48466.0,0.0,48466,48466,0.0,0.0,0,0,0
2090745895667386,1499282663093573,1499282663093712,192.168.10.8,61295,192.168.10.3,53,17,139,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,1294964.028777,28776.978417,46.333333,73.323484,131,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,56,56,14388.489209,14388.489209,37,53,45.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,45.0,37.0,53.0,0,0,0,0,0,0,139.0,0.0,139,139,0.0,0.0,0,0,0
2092230769229919,1499282663093919,1499282663263120,192.168.10.8,58951,192.168.10.3,53,17,169201,2,2,74,198,37,37,37.0,0.0,99,99,99.0,0.0,1607.555511,23.640522,56400.333333,97682.180721,169194,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,56,56,11.820261,11.820261,37,99,68.0,35.795717,1281.333333,0,0,0,0,0,0,0,0,1.0,68.0,37.0,99.0,0,0,0,0,0,0,169201.0,0.0,169201,169201,0.0,0.0,0,0,0
2092913380103427,1499282663094078,1499282663262943,192.168.10.3,61361,192.168.10.1,53,17,168865,1,1,48,110,48,48,48.0,0.0,110,110,110.0,0.0,935.658662,11.843781,168865.0,0.0,168865,168865,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,5.92189,5.92189,48,110,79.0,43.84062,1922.0,0,0,0,0,0,0,0,0,1.0,79.0,48.0,110.0,0,0,0,0,0,0,168865.0,0.0,168865,168865,0.0,0.0,0,0,0
2066152981243388,1499282663218919,1499282663267125,192.168.10.8,51000,192.168.10.3,53,17,48206,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,4065.883915,82.977223,16068.666667,27826.550924,48200,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,41.488611,41.488611,41,57,49.0,9.237604,85.333333,0,0,0,0,0,0,0,0,1.0,49.0,41.0,57.0,0,0,0,0,0,0,48206.0,0.0,48206,48206,0.0,0.0,0,0,0
2066817063545345,1499282663219074,1499282663266967,192.168.10.3,60133,192.168.10.1,53,17,47893,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,2505.585367,41.759756,47893.0,0.0,47893,47893,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,20.879878,20.879878,52,68,60.0,11.313708,128.0,0,0,0,0,0,0,0,0,1.0,60.0,52.0,68.0,0,0,0,0,0,0,47893.0,0.0,47893,47893,0.0,0.0,0,0,0
2143379520948905,1499282663236900,1499282663306447,192.168.10.8,62734,192.168.10.3,53,17,69547,2,2,82,430,41,41,41.0,0.0,215,215,215.0,0.0,7361.927905,57.515062,23182.333333,40145.184946,69538,4,4,4.0,0.0,4,4,5,5.0,0.0,5,5,0,0,0,0,56,56,28.757531,28.757531,41,215,128.0,100.458947,10092.0,0,0,0,0,0,0,0,0,1.0,128.0,41.0,215.0,0,0,0,0,0,0,69547.0,0.0,69547,69547,0.0,0.0,0,0,0
2144056960622407,1499282663237058,1499282729317300,192.168.10.3,61869,192.168.10.1,53,17,66080242,2,2,100,422,52,48,50.0,2.828427,226,196,211.0,21.213203,7.899487,0.060532,22026747.333333,37943315.885005,65839875,69160,65909035,65909035.0,0.0,65909035,65909035,66011082,66011082.0,0.0,66011082,66011082,0,0,0,0,56,56,0.030266,0.030266,48,226,130.5,93.770998,8793.0,0,0,0,0,0,0,0,0,1.0,130.5,50.0,211.0,0,0,0,0,0,0,120183.5,72158.1257,171207,69160,65839875.0,0.0,65839875,65839875,0
1976183888078780,1499282663263508,1499282663387732,192.168.10.8,57428,192.168.10.3,53,17,124224,2,2,106,440,53,53,53.0,0.0,220,220,220.0,0.0,4395.285935,32.199897,41408.0,71707.769544,124209,4,4,4.0,0.0,4,4,11,11.0,0.0,11,11,0,0,0,0,56,56,16.099948,16.099948,53,220,136.5,96.417495,9296.333333,0,0,0,0,0,0,0,0,1.0,136.5,53.0,220.0,0,0,0,0,0,0,124224.0,0.0,124224,124224,0.0,0.0,0,0,0
1976875574324464,1499282663263669,1499282663387418,192.168.10.3,61752,192.168.10.1,53,17,123749,1,1,64,231,64,64,64.0,0.0,231,231,231.0,0.0,2383.857647,16.161747,123749.0,0.0,123749,123749,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,8.080873,8.080873,64,231,147.5,118.086832,13944.5,0,0,0,0,0,0,0,0,1.0,147.5,64.0,231.0,0,0,0,0,0,0,123749.0,0.0,123749,123749,0.0,0.0,0,0,0
1993235193613402,1499282663267478,1499282859900223,192.168.10.8,57221,192.168.10.3,53,17,196632745,4,4,146,210,41,32,36.5,5.196152,57,48,52.5,5.196152,1.810482,0.040685,28090392.142857,74309503.546524,196608505,2,196608643,65536214.333333,113512047.764905,196608637,3,196632613,65544204.333333,113525887.716882,196632608,2,0,0,0,0,112,112,0.020342,0.020342,32,57,44.5,9.812528,96.285714,0,0,0,0,0,0,0,0,1.0,44.5,36.5,52.5,0,0,0,0,0,0,12120.0,16949.349545,24105,135,196608505.0,0.0,196608505,196608505,0
1994986171213498,1499282663267885,1499282663441355,192.168.10.8,60506,192.168.10.3,53,17,173470,2,2,82,194,41,41,41.0,0.0,97,97,97.0,0.0,1591.053208,23.058742,57823.333333,100148.621071,173465,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,56,56,11.529371,11.529371,41,97,69.0,32.331615,1045.333333,0,0,0,0,0,0,0,0,1.0,69.0,41.0,97.0,0,0,0,0,0,0,173470.0,0.0,173470,173470,0.0,0.0,0,0,0
1995655466477290,1499282663268041,1499282679106636,192.168.10.3,60752,192.168.10.1,53,17,15838595,2,2,99,278,52,47,49.5,3.535534,170,108,139.0,43.84062,23.802616,0.252548,5279531.666667,8914717.349994,15573255,92292,15746303,15746303.0,0.0,15746303,15746303,15665547,15665547.0,0.0,15665547,15665547,0,0,0,0,56,56,0.126274,0.126274,47,170,94.25,57.575313,3314.916667,0,0,0,0,0,0,0,0,1.0,94.25,49.5,139.0,0,0,0,0,0,0,132670.0,57103.115222,173048,92292,15573255.0,0.0,15573255,15573255,0
2140117062336890,1499282663301676,1499282663350133,192.168.10.8,57825,192.168.10.3,53,17,48457,2,2,82,184,41,41,41.0,0.0,92,92,92.0,0.0,5489.402976,82.547413,16152.333333,27971.465842,48451,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,56,56,41.273707,41.273707,41,92,66.5,29.444864,867.0,0,0,0,0,0,0,0,0,1.0,66.5,41.0,92.0,0,0,0,0,0,0,48457.0,0.0,48457,48457,0.0,0.0,0,0,0
2140796594948028,1499282663301835,1499282845415355,192.168.10.3,60547,192.168.10.1,53,17,182113520,2,2,104,183,52,52,52.0,0.0,103,80,91.5,16.263456,1.57594,0.021964,60704506.666667,105058634.948585,182015769,48114,182063883,182063883.0,0.0,182063883,182063883,182065406,182065406.0,0.0,182065406,182065406,0,0,0,0,56,56,0.010982,0.010982,52,103,71.75,24.662725,608.25,0,0,0,0,0,0,0,0,1.0,71.75,52.0,91.5,0,0,0,0,0,0,48875.5,1076.923628,49637,48114,182015769.0,0.0,182015769,182015769,0
